type	name	kingdom	P1492N_rna	P1492T_rna
genus	Oceanicola	Bacteria	0.2342316963608116	0.2883136220426845
genus	Oceaniovalibus	Bacteria	0.0	0.0001771705217434
genus	Oceanivirga	Bacteria	0.0	0.0031890693913827
genus	Ochrobactrum	Bacteria	0.0008330966850333	0.0012062673820832
genus	Odontella	Eukaryota	0.2264326705873618	0.0039652450104494
genus	Oerskovia	Bacteria	0.0087165463209798	0.0014919622883661
genus	Oligotropha	Bacteria	0.0003174661318156	0.0012169697896619
genus	Olsenella	Bacteria	0.0122465212699898	0.0035434104348696
genus	Oribacterium	Bacteria	0.0081643475133265	0.0814984400020027
genus	Orrella	Bacteria	0.0160583813124006	0.0
genus	Oscillibacter	Bacteria	0.0081643475133265	0.010630231304609
genus	Ottowia	Bacteria	0.0004340772999166	0.0013583073333667
genus	Oxalobacter	Bacteria	0.0027992048617119	0.0
genus	Paenirhodobacter	Bacteria	0.0222705257169075	0.0011011716486002
genus	Paludibacter	Bacteria	0.0244930425399797	0.0
genus	Pandoraea	Bacteria	0.0043113513564265	0.0061336162312106
genus	Pantoea	Bacteria	0.0299697223632791	0.0044089599704435
genus	Paraburkholderia	Bacteria	0.1997399454124374	0.0133357453984744
genus	Paracoccus	Bacteria	11.760299049400686	0.3466045973708361
genus	Parageobacillus	Bacteria	0.044137155706745	0.0
genus	Paraprevotella	Bacteria	0.0787276367356492	0.1381930069599176
genus	Parvimonas	Bacteria	0.0	0.1594534695691357
genus	Paucibacter	Bacteria	0.0788123588466175	0.0187481105910449
genus	Pedobacter	Bacteria	0.1246918529308061	0.0795044604120508
genus	Pedosphaera	Bacteria	0.0489860850799595	0.0
genus	Pelistega	Bacteria	0.0008164347513326	0.0
genus	Pelomonas	Bacteria	0.1362982112961287	0.0563609054629252
genus	Peptoniphilus	Bacteria	0.2694234679397773	0.1275627756553085
genus	Petrimonas	Bacteria	0.0370117087270805	0.0
genus	Phaeobacter	Bacteria	0.0083976145851359	0.0074439741437301
genus	Phaeodactylum	Eukaryota	0.1524222124149679	0.0021935397930145
genus	Phenylobacterium	Bacteria	0.0061232606349949	0.0389775147835665
genus	Phialocephala	Fungi	0.0	0.111617428698395
genus	Phycicoccus	Bacteria	0.0	0.0042520925218436
genus	Phyllobacterium	Bacteria	1.4222572444561945	1.6259687197777977
genus	Pirellula	Bacteria	0.0244930425399797	0.0
genus	Planococcus	Bacteria	0.0003401811463886	0.0
genus	Pleurocapsa	Bacteria	0.0081643475133265	0.0
genus	Pluralibacter	Bacteria	0.0	0.0073821050726451
genus	Polaribacter	Bacteria	0.0081643475133265	0.0
genus	Polaromonas	Bacteria	0.0021082645200362	0.0079178440840126
genus	Polynucleobacter	Bacteria	0.0	0.0447113971236283
genus	Ponticoccus	Bacteria	0.0129832552390144	0.0
genus	Porphyrobacter	Bacteria	0.0	0.0002214631521793
genus	Porphyromonas	Bacteria	0.1020543439165823	1.8106827322184085
genus	Prevotella	Bacteria	2.694234679397776	4.0536615374909175
genus	Prevotellamassilia	Bacteria	0.0081643475133265	0.0141736417394787
genus	Propionibacterium	Bacteria	0.0385244103442683	0.0134987064185511
genus	Proteiniphilum	Bacteria	0.2107762383023813	0.0
genus	Providencia	Bacteria	0.0	0.0056103998552103
genus	Pseudacidovorax	Bacteria	3.3615987304604924	0.030561915000751
genus	Pseudarthrobacter	Bacteria	0.0	0.0004252092521843
genus	Pseudo-nitzschia	Eukaryota	0.0278964739140867	0.0
genus	Pseudoclavibacter	Bacteria	0.0001256053463588	0.0
genus	Pseudoflavonifractor	Bacteria	0.0	0.0070868208697393
genus	Pseudoglutamicibacter	Bacteria	0.0059964092038507	0.0
genus	Pseudohaliea	Bacteria	0.0062593330935503	0.003307183072545
genus	Pseudohongiella	Bacteria	0.126547386456562	0.0
genus	Pseudomonas	Bacteria	3.698937864728364	0.6279477884512086
genus	Pseudonocardia	Bacteria	0.0008241293248819	0.0005062014906956
genus	Pseudooceanicola	Bacteria	0.3033505081074753	0.3438539549524582
genus	Pseudorhizobium	Bacteria	0.0003711067051512	0.0039551152395119
genus	Pseudorhodobacter	Bacteria	0.0	0.0001771705217434
genus	Pseudorhodoferax	Bacteria	0.0846482440032233	0.0011584226421689
genus	Pseudoruegeria	Bacteria	0.53183201761988	0.6093327085806278
genus	Pseudoxanthomonas	Bacteria	0.7493227032457848	0.0177170521743484
genus	Psychrobacter	Bacteria	0.0081643475133265	0.0
genus	Ralstonia	Bacteria	0.2438259411582761	0.1103442552520998
genus	Ramlibacter	Bacteria	0.0016103680101357	0.0018739189799791
genus	Raoultella	Bacteria	0.0017483996470218	7.539171138020584e-05
genus	Rathayibacter	Bacteria	0.0	0.002952842029058
genus	Rheinheimera	Bacteria	0.2245195566164811	0.2622123721803565
genus	Rhizobacter	Bacteria	0.0453770758798548	0.0230887296319306
genus	Rhizobium	Bacteria	0.0888908114973924	0.3178481690703246
genus	Rhodobacter	Bacteria	0.0220437382859817	0.0210033269244516
genus	Rhodococcus	Bacteria	0.1061365176732456	0.0
genus	Rhodoferax	Bacteria	0.0132829329007551	0.008458615538788
genus	Rhodoluna	Bacteria	0.0	0.1034057156271097
genus	Rhodomonas	Eukaryota	0.0122465212699898	0.0059056840581161
genus	Rhodoplanes	Bacteria	0.0	0.0035434104348696
